gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,RevenueScore,AvgMonthlySpend,TenureGroup,Cluster,CustomerSegment,ChurnProbability,RiskLevel,Recommendation
Female,1,Yes,Yes,62,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),96.1,6019.35,0,5958.2,95.5452380952381,Loyal,1,Premium Customers,0.3009299085272992,Low,VIP rewards and premium engagement
Female,0,Yes,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.85,1379.6,0,1409.35,19.16111111111111,Loyal,0,Loyal Customers,0.004196559793739805,Low,Upsell premium services
Male,0,No,Yes,23,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),55.3,1284.2,0,1271.9,53.50833333333333,Growing,3,At-Risk High-Value Customers,0.09864229991214665,Low,Monitor usage patterns
Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,296.15,0,321.6,17.420588235294115,Growing,2,Growing Customers,0.04508230861690941,Low,Monitor onboarding progress
Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.5,653.25,0,625.5,65.325,New,3,At-Risk High-Value Customers,0.2287797365396979,Low,Monitor usage patterns
Male,0,Yes,Yes,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.15,412.6,0,427.55,22.922222222222224,Growing,2,Growing Customers,0.03552863611376607,Low,Monitor onboarding progress
Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.95,85.5,1,83.8,17.1,New,2,Growing Customers,0.1512560718427458,Low,Monitor onboarding progress
Female,1,Yes,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.55,49.55,1,49.55,24.775,New,2,Growing Customers,0.5381295980707552,Medium,Personalized onboarding and engagement
Female,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,1928.7,0,1911.6,77.148,Growing,3,At-Risk High-Value Customers,0.44627999580387184,Low,Monitor usage patterns
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.25,71.25,0,71.25,35.625,New,3,At-Risk High-Value Customers,0.819891927165639,High,Immediate retention campaign and discount
Male,1,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.8,7845.8,0,8193.6,107.47671232876712,Loyal,1,Premium Customers,0.04641967344104145,Low,VIP rewards and premium engagement
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.55,1750.7,0,1767.6,23.98219178082192,Loyal,0,Loyal Customers,0.008893367283409679,Low,Upsell premium services
Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.7,216.2,0,216.7,18.016666666666666,New,2,Growing Customers,0.09729224633734393,Low,Monitor onboarding progress
Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,178.5,1,182.25,17.85,New,2,Growing Customers,0.13416598761125947,Low,Monitor onboarding progress
Female,1,Yes,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),50.15,115.1,1,100.3,38.36666666666667,New,2,Growing Customers,0.313035999336009,Low,Monitor onboarding progress
Female,1,Yes,No,60,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.5,6029.0,0,6030.0,98.8360655737705,Loyal,1,Premium Customers,0.3005866859549072,Low,VIP rewards and premium engagement
Male,1,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,95.9,2745.2,1,2781.1000000000004,91.50666666666666,Established,3,At-Risk High-Value Customers,0.5890730355567242,Medium,Targeted engagement campaign
Female,0,No,No,49,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),74.45,3721.9,0,3648.05,74.438,Loyal,1,Premium Customers,0.03933727441562723,Low,VIP rewards and premium engagement
Female,1,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.1,3121.1,0,3123.0,100.68064516129031,Established,3,At-Risk High-Value Customers,0.6417905812223534,Medium,Targeted engagement campaign
Female,0,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.05,990.45,0,1009.65,18.34166666666667,Loyal,0,Loyal Customers,0.017852482163060596,Low,Upsell premium services
Male,0,No,Yes,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1004.35,0,975.0,25.10875,Established,0,Loyal Customers,0.011698582286393366,Low,Upsell premium services
Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,157.65,0,171.45000000000002,15.765,New,2,Growing Customers,0.1383228576604709,Low,Monitor onboarding progress
Male,0,No,No,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,81.9,3219.75,0,3194.1000000000004,80.49375,Established,3,At-Risk High-Value Customers,0.10489261422651423,Low,Monitor usage patterns
Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.7,572.85,0,557.6,63.650000000000006,New,3,At-Risk High-Value Customers,0.6354573169520258,Medium,Targeted engagement campaign
Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,90.15,4554.85,0,4597.650000000001,87.59326923076924,Loyal,1,Premium Customers,0.2859216084932934,Low,VIP rewards and premium engagement
Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.35,1847.55,0,1799.85,25.660416666666663,Loyal,0,Loyal Customers,0.005174634883771048,Low,Upsell premium services
Male,1,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.65,1766.75,0,1750.15,24.538194444444443,Loyal,0,Loyal Customers,0.011031887949744038,Low,Upsell premium services
Female,1,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,1462.05,0,1368.5,20.59225352112676,Loyal,0,Loyal Customers,0.007324029333247482,Low,Upsell premium services
Female,1,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,25.25,25.25,1,25.25,12.625,New,2,Growing Customers,0.5984682251926169,Medium,Personalized onboarding and engagement
Male,0,Yes,No,38,No,No phone service,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.0,2193.2,0,2280.0,56.23589743589743,Established,0,Loyal Customers,0.0446717316670701,Low,Upsell premium services
Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),89.9,2433.5,0,2517.2000000000003,83.91379310344827,Established,3,At-Risk High-Value Customers,0.29687628303103203,Low,Monitor usage patterns
Female,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,641.15,0,620.8,19.42878787878788,Established,2,Growing Customers,0.0567176897719457,Low,Monitor onboarding progress
Male,1,Yes,No,49,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,49.8,2398.4,0,2440.2,47.968,Loyal,0,Loyal Customers,0.021680801866486327,Low,Upsell premium services
Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.1,861.85,0,891.7,22.68026315789474,Established,0,Loyal Customers,0.018802317972111512,Low,Upsell premium services
Female,0,No,No,10,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25,583.0,0,542.5,53.0,New,2,Growing Customers,0.2179586176357904,Low,Monitor onboarding progress
Male,0,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Credit card (automatic),109.9,7332.4,0,7363.3,107.82941176470588,Loyal,1,Premium Customers,0.12175068851368977,Low,VIP rewards and premium engagement
Male,0,No,No,7,No,No phone service,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),35.5,249.55,0,248.5,31.19375,New,2,Growing Customers,0.22456938349469932,Low,Monitor onboarding progress
Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),87.55,4475.9,0,4465.05,86.07499999999999,Loyal,1,Premium Customers,0.1714995171691288,Low,VIP rewards and premium engagement
Female,0,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,416.45,1,406.35,41.645,New,2,Growing Customers,0.2889985704717226,Low,Monitor onboarding progress
Female,0,No,No,9,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.4,788.6,0,795.6,78.86,New,3,At-Risk High-Value Customers,0.6666941079776755,Medium,Targeted engagement campaign
Male,0,No,No,4,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,50.8,202.3,0,203.2,40.46,New,2,Growing Customers,0.3061780399467839,Low,Monitor onboarding progress
Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,99.0,6994.6,0,7029.0,97.14722222222224,Loyal,1,Premium Customers,0.07813422962201194,Low,VIP rewards and premium engagement
Female,0,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.4,4116.15,1,4220.0,80.70882352941176,Loyal,1,Premium Customers,0.3768860948341853,Low,VIP rewards and premium engagement
Female,1,Yes,Yes,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,96.55,2263.45,0,2317.2,90.538,Growing,3,At-Risk High-Value Customers,0.2125695119947101,Low,Monitor usage patterns
Male,0,Yes,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),59.75,1374.35,0,1314.5,59.75434782608695,Growing,3,At-Risk High-Value Customers,0.09031297954823166,Low,Monitor usage patterns
Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.5,4915.15,0,4906.0,109.22555555555554,Established,1,Premium Customers,0.42038314896713314,Low,VIP rewards and premium engagement
Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),24.25,838.5,0,800.25,24.66176470588235,Established,2,Growing Customers,0.06476860282122979,Low,Monitor onboarding progress
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,1,75.1,37.55,New,3,At-Risk High-Value Customers,0.8599920126806576,High,Immediate retention campaign and discount
Female,0,Yes,No,54,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),70.15,3715.65,1,3788.1,67.55727272727273,Loyal,1,Premium Customers,0.138599428941161,Low,VIP rewards and premium engagement
Male,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.75,4273.45,1,4273.5,99.38255813953488,Established,1,Premium Customers,0.5121666141799125,Medium,Personalized retention offer and account review
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,45.8,1,45.8,22.9,New,2,Growing Customers,0.4688238497439874,Low,Monitor onboarding progress
Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,20.5,0,20.5,10.25,New,2,Growing Customers,0.19917102069845807,Low,Monitor onboarding progress
Male,0,No,No,30,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,70.4,2044.75,0,2112.0,65.95967741935483,Established,3,At-Risk High-Value Customers,0.05055479214369938,Low,Monitor usage patterns
Female,0,No,No,1,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,30.55,30.55,0,30.55,15.275,New,2,Growing Customers,0.4184227388922193,Low,Monitor onboarding progress
Male,0,Yes,Yes,16,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.9,1398.25,0,1358.4,82.25,Growing,3,At-Risk High-Value Customers,0.19764096171662224,Low,Monitor usage patterns
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.1,20.1,1,20.1,10.05,New,2,Growing Customers,0.2708117042934103,Low,Monitor onboarding progress
Male,0,Yes,No,9,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,40.65,328.95,1,365.85,32.895,New,2,Growing Customers,0.3789854128557702,Low,Monitor onboarding progress
Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,4680.05,1,4646.0,99.57553191489362,Established,1,Premium Customers,0.5818475734929067,Medium,Personalized retention offer and account review
Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,69.1,1,69.1,34.55,New,3,At-Risk High-Value Customers,0.8046429191798147,High,Immediate retention campaign and discount
Male,0,Yes,No,71,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),54.5,3778.2,0,3869.5,52.475,Loyal,0,Loyal Customers,0.005588181051966622,Low,Upsell premium services
Male,0,No,No,43,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.35,3161.4,0,3240.05,71.85000000000001,Established,0,Loyal Customers,0.31473925929088564,Low,Upsell premium services
Male,0,Yes,No,50,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),44.45,2188.45,0,2222.5,42.910784313725486,Loyal,0,Loyal Customers,0.07405865482453451,Low,Upsell premium services
Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.0,999.45,1,975.0,71.38928571428572,Growing,3,At-Risk High-Value Customers,0.5106909630884156,Medium,Targeted engagement campaign
Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),100.0,1888.65,1,1900.0,94.4325,Growing,3,At-Risk High-Value Customers,0.1574819994186816,Low,Monitor usage patterns
Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.05,3990.6,0,4020.05,95.0142857142857,Established,1,Premium Customers,0.40136613395165327,Low,VIP rewards and premium engagement
Female,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,71.15,1,71.15,35.575,New,3,At-Risk High-Value Customers,0.8201137102855613,High,Immediate retention campaign and discount
Female,0,No,No,24,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),54.15,1240.25,1,1299.6,49.61,Growing,3,At-Risk High-Value Customers,0.37349753119089907,Low,Monitor usage patterns
Female,0,Yes,No,40,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),63.9,2635.0,0,2556.0,64.26829268292683,Established,0,Loyal Customers,0.07424450002356148,Low,Upsell premium services
Female,0,Yes,Yes,3,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.15,235.0,0,207.45,58.75,New,3,At-Risk High-Value Customers,0.45929097659350004,Low,Monitor usage patterns
Female,0,No,No,37,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),64.65,2347.85,0,2392.05,61.78552631578947,Established,0,Loyal Customers,0.06466719205812733,Low,Upsell premium services
Female,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),108.75,7156.2,1,7286.25,105.23823529411764,Loyal,1,Premium Customers,0.05881976969269984,Low,VIP rewards and premium engagement
Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,3089.6,0,3163.2,93.62424242424242,Established,3,At-Risk High-Value Customers,0.5586913958984517,Medium,Targeted engagement campaign
Female,0,Yes,No,6,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.15,270.8,1,294.9,38.68571428571429,New,2,Growing Customers,0.37838130826239347,Low,Monitor onboarding progress
Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,89.6,2901.8,0,2867.2,87.93333333333334,Established,3,At-Risk High-Value Customers,0.3247104264045036,Low,Monitor usage patterns
Female,0,No,No,59,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.25,4949.1,0,4911.75,82.485,Loyal,1,Premium Customers,0.3405261494999651,Low,VIP rewards and premium engagement
Female,0,Yes,No,30,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),70.25,2198.9,0,2107.5,70.93225806451613,Established,3,At-Risk High-Value Customers,0.04991632068542443,Low,Monitor usage patterns
Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,374.5,1,388.0,17.833333333333332,Growing,2,Growing Customers,0.12325119771936999,Low,Monitor onboarding progress
Female,0,Yes,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.5,761.95,0,661.5,27.2125,Established,2,Growing Customers,0.02355914896094816,Low,Monitor onboarding progress
Female,1,No,No,20,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.15,1520.9,1,1583.0,72.42380952380952,Growing,3,At-Risk High-Value Customers,0.5050418352179616,Medium,Targeted engagement campaign
Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,190.25,0,180.9,19.025,New,2,Growing Customers,0.05500044539939261,Low,Monitor onboarding progress
Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),73.0,5163.0,0,4964.0,74.82608695652173,Loyal,1,Premium Customers,0.03985238732743216,Low,VIP rewards and premium engagement
Female,0,Yes,Yes,69,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),61.4,4059.85,0,4236.599999999999,57.99785714285714,Loyal,1,Premium Customers,0.006746871767133302,Low,VIP rewards and premium engagement
Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.3,2281.6,0,2191.8,84.5037037037037,Established,3,At-Risk High-Value Customers,0.3611903367618804,Low,Monitor usage patterns
Male,0,Yes,Yes,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.9,1356.7,0,1373.1,19.38142857142857,Loyal,0,Loyal Customers,0.0038162512547032018,Low,Upsell premium services
Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.4,231.45,0,224.4,19.2875,New,2,Growing Customers,0.028560102352955287,Low,Monitor onboarding progress
Male,0,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.75,50.75,0,50.75,25.375,New,2,Growing Customers,0.5050015644941299,Medium,Personalized onboarding and engagement
Male,0,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.45,242.4,0,204.5,22.036363636363635,New,2,Growing Customers,0.051939180378382764,Low,Monitor onboarding progress
Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.75,4264.25,0,4166.25,76.14732142857143,Loyal,1,Premium Customers,0.039817008839112836,Low,VIP rewards and premium engagement
Male,0,No,No,44,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,No,Electronic check,65.4,2774.55,0,2877.6000000000004,61.65666666666667,Established,0,Loyal Customers,0.0386453711201591,Low,Upsell premium services
Male,1,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.4,3605.2,1,3698.4,76.7063829787234,Established,1,Premium Customers,0.4085179418495245,Low,VIP rewards and premium engagement
Male,0,Yes,Yes,69,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),59.75,4069.9,0,4122.75,58.14142857142857,Loyal,1,Premium Customers,0.008574132473746629,Low,VIP rewards and premium engagement
Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.5,874.2,0,863.5,72.85000000000001,New,3,At-Risk High-Value Customers,0.680491138082358,Medium,Targeted engagement campaign
Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.0,1145.35,1,1122.0,95.44583333333333,New,3,At-Risk High-Value Customers,0.737849281368478,Medium,Targeted engagement campaign
Male,0,No,No,29,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),48.95,1323.7,0,1419.5500000000002,44.123333333333335,Established,0,Loyal Customers,0.12975914009703077,Low,Upsell premium services
Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.65,5497.05,0,5680.05,94.77672413793104,Loyal,1,Premium Customers,0.46183033082384223,Low,VIP rewards and premium engagement
Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,534.7,0,511.0,18.43793103448276,Established,2,Growing Customers,0.03099261058878244,Low,Monitor onboarding progress
Female,0,No,No,42,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),54.55,2455.05,0,2291.1,57.09418604651163,Established,0,Loyal Customers,0.05489164924753996,Low,Upsell premium services
Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,38.7,1,41.3,12.9,New,2,Growing Customers,0.18214918439889485,Low,Monitor onboarding progress
Male,0,No,Yes,23,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),40.65,947.4,0,934.95,39.475,Growing,2,Growing Customers,0.04134344135382166,Low,Monitor onboarding progress
Female,0,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.45,357.0,0,368.1,18.789473684210527,Growing,2,Growing Customers,0.07090603936881887,Low,Monitor onboarding progress
Male,0,Yes,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.8,1476.25,0,1537.6,23.432539682539684,Loyal,0,Loyal Customers,0.01644817623664772,Low,Upsell premium services
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,70.8,1,70.8,35.4,New,3,At-Risk High-Value Customers,0.7426215362212647,Medium,Targeted engagement campaign
Male,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),89.05,1448.6,1,1424.8,85.21176470588235,Growing,3,At-Risk High-Value Customers,0.47514662275130176,Low,Monitor usage patterns
Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.6,291.9,1,289.79999999999995,72.975,New,3,At-Risk High-Value Customers,0.8617805716051196,High,Immediate retention campaign and discount
Male,0,No,No,67,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),88.8,5903.15,0,5949.599999999999,86.81102941176471,Loyal,1,Premium Customers,0.05275105854827788,Low,VIP rewards and premium engagement
Male,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.05,1201.65,0,1243.1,19.07380952380953,Loyal,0,Loyal Customers,0.008075733833772773,Low,Upsell premium services
Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.5,5921.35,1,5956.5,102.09224137931037,Loyal,1,Premium Customers,0.4292199044499278,Low,VIP rewards and premium engagement
Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,146.65,0,139.6,48.88333333333333,New,3,At-Risk High-Value Customers,0.7281393584104559,Medium,Targeted engagement campaign
Female,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),77.15,1759.4,0,1774.45,73.30833333333334,Growing,3,At-Risk High-Value Customers,0.036207268182216125,Low,Monitor usage patterns
Female,0,No,Yes,25,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),35.05,844.45,0,876.2499999999999,32.47884615384616,Established,2,Growing Customers,0.022757649170136916,Low,Monitor onboarding progress
Female,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,7774.05,0,7783.2,106.49383561643836,Loyal,1,Premium Customers,0.08833972428358955,Low,VIP rewards and premium engagement
Female,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.05,134.05,0,168.1,44.68333333333334,New,3,At-Risk High-Value Customers,0.8964125967063555,High,Immediate retention campaign and discount
Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.2,140.95,0,161.6,15.66111111111111,New,2,Growing Customers,0.10000694219054132,Low,Monitor onboarding progress
Female,0,No,No,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,50.6,249.95,1,253.0,41.65833333333333,New,2,Growing Customers,0.44836063431911605,Low,Monitor onboarding progress
Male,0,No,No,35,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,49.2,1701.65,0,1722.0,47.26805555555556,Established,0,Loyal Customers,0.34083419417900057,Low,Upsell premium services
